"","ENSEMBL","SYMBOL"
"ENSMUSG00000101189","ENSMUSG00000101189","1700029M03Rik"
"ENSMUSG00000102408","ENSMUSG00000102408","4930568G15Rik"
"ENSMUSG00000026572","ENSMUSG00000026572","Tbx19"
"ENSMUSG00000040848","ENSMUSG00000040848","Sft2d2"
"ENSMUSG00000040843","ENSMUSG00000040843","Tiprl"
"ENSMUSG00000040836","ENSMUSG00000040836","Gpr161"
"ENSMUSG00000026571","ENSMUSG00000026571","Dcaf6"
"ENSMUSG00000026568","ENSMUSG00000026568","Mpc2"
"ENSMUSG00000026567","ENSMUSG00000026567","Adcy10"
"ENSMUSG00000103583","ENSMUSG00000103583","Gm38325"
"ENSMUSG00000026566","ENSMUSG00000026566","Mpzl1"
"ENSMUSG00000040723","ENSMUSG00000040723","Rcsd1"
"ENSMUSG00000103686","ENSMUSG00000103686","Gm37073"
"ENSMUSG00000040713","ENSMUSG00000040713","Creg1"
"ENSMUSG00000104306","ENSMUSG00000104306","Gm36972"
"ENSMUSG00000005763","ENSMUSG00000005763","Cd247"
"ENSMUSG00000102154","ENSMUSG00000102154","Gm37469"
"ENSMUSG00000026565","ENSMUSG00000026565","Pou2f1"
"ENSMUSG00000097196","ENSMUSG00000097196","Gm26665"
"ENSMUSG00000102484","ENSMUSG00000102484","Gm37923"
"ENSMUSG00000026564","ENSMUSG00000026564","Dusp27"
"ENSMUSG00000000544","ENSMUSG00000000544","Gpa33"
"ENSMUSG00000040629","ENSMUSG00000040629","Mael"
"ENSMUSG00000040612","ENSMUSG00000040612","Ildr2"
"ENSMUSG00000091393","ENSMUSG00000091393","5330438I03Rik"
"ENSMUSG00000103400","ENSMUSG00000103400","Gm15853"
"ENSMUSG00000026563","ENSMUSG00000026563","Tada1"
"ENSMUSG00000089853","ENSMUSG00000089853","Gm15853"
"ENSMUSG00000040596","ENSMUSG00000040596","Pogk"
"ENSMUSG00000086056","ENSMUSG00000086056","Gm4846"
"ENSMUSG00000051081","ENSMUSG00000051081","Gm4847"
"ENSMUSG00000026560","ENSMUSG00000026560","Fmo9"
"ENSMUSG00000102548","ENSMUSG00000102548","Gm16701"
"ENSMUSG00000097823","ENSMUSG00000097823","Gm16701"
"ENSMUSG00000060568","ENSMUSG00000060568","Fam78b"
"ENSMUSG00000026558","ENSMUSG00000026558","Uck2"
"ENSMUSG00000103139","ENSMUSG00000103139","Gm37982"
"ENSMUSG00000102909","ENSMUSG00000102909","Gm2453"
"ENSMUSG00000052428","ENSMUSG00000052428","Tmco1"
"ENSMUSG00000026687","ENSMUSG00000026687","Aldh9a1"
"ENSMUSG00000026688","ENSMUSG00000026688","Mgst3"
"ENSMUSG00000040485","ENSMUSG00000040485","Lrrc52"
"ENSMUSG00000015843","ENSMUSG00000015843","Rxrg"
"ENSMUSG00000026686","ENSMUSG00000026686","Lmx1a"
"ENSMUSG00000093538","ENSMUSG00000093538","Gm20711"
"ENSMUSG00000052534","ENSMUSG00000052534","Pbx1"
"ENSMUSG00000103530","ENSMUSG00000103530","Gm37839"
"ENSMUSG00000026683","ENSMUSG00000026683","Nuf2"
"ENSMUSG00000026678","ENSMUSG00000026678","Rgs5"
"ENSMUSG00000038530","ENSMUSG00000038530","Rgs4"
"ENSMUSG00000070532","ENSMUSG00000070532","Ccdc190"
"ENSMUSG00000026675","ENSMUSG00000026675","Hsd17b7"
"ENSMUSG00000097503","ENSMUSG00000097503","3110045C21Rik"
"ENSMUSG00000026674","ENSMUSG00000026674","Ddr2"
"ENSMUSG00000026670","ENSMUSG00000026670","Uap1"
"ENSMUSG00000104266","ENSMUSG00000104266","Gm37748"
"ENSMUSG00000103908","ENSMUSG00000103908","Gm37502"
"ENSMUSG00000026667","ENSMUSG00000026667","Uhmk1"
"ENSMUSG00000044306","ENSMUSG00000044306","4930500M09Rik"
"ENSMUSG00000073494","ENSMUSG00000073494","Sh2d1b2"
"ENSMUSG00000102418","ENSMUSG00000102418","Sh2d1b1"
"ENSMUSG00000102752","ENSMUSG00000102752","Gm7694"
"ENSMUSG00000038473","ENSMUSG00000038473","Nos1ap"
"ENSMUSG00000042800","ENSMUSG00000042800","Spata46"
"ENSMUSG00000038463","ENSMUSG00000038463","Olfml2b"
"ENSMUSG00000026663","ENSMUSG00000026663","Atf6"
"ENSMUSG00000026659","ENSMUSG00000026659","Dusp12"
"ENSMUSG00000096968","ENSMUSG00000096968","Gm26620"
"ENSMUSG00000070524","ENSMUSG00000070524","Fcrlb"
"ENSMUSG00000038421","ENSMUSG00000038421","Fcrla"
"ENSMUSG00000026656","ENSMUSG00000026656","Fcgr2b"
"ENSMUSG00000103676","ENSMUSG00000103676","Gm38204"
"ENSMUSG00000104340","ENSMUSG00000104340","Gm10522"
"ENSMUSG00000059089","ENSMUSG00000059089","Fcgr4"
"ENSMUSG00000059498","ENSMUSG00000059498","Fcgr3"
"ENSMUSG00000026649","ENSMUSG00000026649","Cfap126"
"ENSMUSG00000058076","ENSMUSG00000058076","Sdhc"
"ENSMUSG00000056569","ENSMUSG00000056569","Mpz"
"ENSMUSG00000038370","ENSMUSG00000038370","Pcp4l1"
"ENSMUSG00000005677","ENSMUSG00000005677","Nr1i3"
"ENSMUSG00000005674","ENSMUSG00000005674","Tomm40l"
"ENSMUSG00000005681","ENSMUSG00000005681","Apoa2"
"ENSMUSG00000058715","ENSMUSG00000058715","Fcer1g"
"ENSMUSG00000013593","ENSMUSG00000013593","Ndufs2"
"ENSMUSG00000006403","ENSMUSG00000006403","Adamts4"
"ENSMUSG00000052423","ENSMUSG00000052423","B4galt3"
"ENSMUSG00000062729","ENSMUSG00000062729","Ppox"
"ENSMUSG00000053483","ENSMUSG00000053483","Usp21"
"ENSMUSG00000062963","ENSMUSG00000062963","Ufc1"
"ENSMUSG00000103983","ENSMUSG00000103983","Gm20045"
"ENSMUSG00000013973","ENSMUSG00000013973","Dedd"
"ENSMUSG00000013997","ENSMUSG00000013997","Nit1"
"ENSMUSG00000006412","ENSMUSG00000006412","Pfdn2"
"ENSMUSG00000045259","ENSMUSG00000045259","Klhdc9"
"ENSMUSG00000006411","ENSMUSG00000006411","Nectin4"
"ENSMUSG00000048865","ENSMUSG00000048865","Arhgap30"
"ENSMUSG00000026641","ENSMUSG00000026641","Usf1"
"ENSMUSG00000103711","ENSMUSG00000103711","Tstd1"
"ENSMUSG00000097045","ENSMUSG00000097045","Gm26641"
"ENSMUSG00000038235","ENSMUSG00000038235","F11r"
"ENSMUSG00000091993","ENSMUSG00000091993","B930036N10Rik"
"ENSMUSG00000060244","ENSMUSG00000060244","Alyref2"
"ENSMUSG00000038209","ENSMUSG00000038209","Itln1"
"ENSMUSG00000004709","ENSMUSG00000004709","Cd244"
"ENSMUSG00000004707","ENSMUSG00000004707","Ly9"
"ENSMUSG00000038179","ENSMUSG00000038179","Slamf7"
"ENSMUSG00000103219","ENSMUSG00000103219","Gm37787"
"ENSMUSG00000015355","ENSMUSG00000015355","Cd48"
"ENSMUSG00000015316","ENSMUSG00000015316","Slamf1"
"ENSMUSG00000038147","ENSMUSG00000038147","Cd84"
"ENSMUSG00000073492","ENSMUSG00000073492","Gm10521"
"ENSMUSG00000104413","ENSMUSG00000104413","Gm37065"
"ENSMUSG00000015314","ENSMUSG00000015314","Slamf6"
"ENSMUSG00000026556","ENSMUSG00000026556","Vangl2"
"ENSMUSG00000051251","ENSMUSG00000051251","Nhlh1"
"ENSMUSG00000003458","ENSMUSG00000003458","Ncstn"
"ENSMUSG00000026553","ENSMUSG00000026553","Copa"
"ENSMUSG00000103380","ENSMUSG00000103380","Gm37756"
"ENSMUSG00000003464","ENSMUSG00000003464","Pex19"
"ENSMUSG00000026554","ENSMUSG00000026554","Dcaf8"
"ENSMUSG00000013698","ENSMUSG00000013698","Pea15a"
"ENSMUSG00000007122","ENSMUSG00000007122","Casq1"
"ENSMUSG00000092085","ENSMUSG00000092085","Gm17224"
"ENSMUSG00000007107","ENSMUSG00000007107","Atp1a4"
"ENSMUSG00000103617","ENSMUSG00000103617","Gm37950"
"ENSMUSG00000038034","ENSMUSG00000038034","Igsf8"
"ENSMUSG00000007097","ENSMUSG00000007097","Atp1a2"
"ENSMUSG00000038026","ENSMUSG00000038026","Kcnj9"
"ENSMUSG00000102413","ENSMUSG00000102413","Gm36937"
"ENSMUSG00000044708","ENSMUSG00000044708","Kcnj10"
"ENSMUSG00000050229","ENSMUSG00000050229","Pigm"
"ENSMUSG00000026548","ENSMUSG00000026548","Slamf9"
"ENSMUSG00000037995","ENSMUSG00000037995","Igsf9"
"ENSMUSG00000026547","ENSMUSG00000026547","Tagln2"
"ENSMUSG00000026546","ENSMUSG00000026546","Cfap45"
"ENSMUSG00000049598","ENSMUSG00000049598","Vsig8"
"ENSMUSG00000053318","ENSMUSG00000053318","Slamf8"
"ENSMUSG00000070504","ENSMUSG00000070504","Fcrl6"
"ENSMUSG00000026544","ENSMUSG00000026544","Dusp23"
"ENSMUSG00000037942","ENSMUSG00000037942","Crp"
"ENSMUSG00000026542","ENSMUSG00000026542","Apcs"
"ENSMUSG00000037924","ENSMUSG00000037924","Olfr16"
"ENSMUSG00000062527","ENSMUSG00000062527","Olfr1408"
"ENSMUSG00000058981","ENSMUSG00000058981","Olfr1406"
"ENSMUSG00000046643","ENSMUSG00000046643","Olfr218"
"ENSMUSG00000049456","ENSMUSG00000049456","Olfr1404"
"ENSMUSG00000005339","ENSMUSG00000005339","Fcer1a"
"ENSMUSG00000049605","ENSMUSG00000049605","Olfr418"
"ENSMUSG00000079180","ENSMUSG00000079180","Mptx2"
"ENSMUSG00000037872","ENSMUSG00000037872","Ackr1"
"ENSMUSG00000005338","ENSMUSG00000005338","Cadm3"
"ENSMUSG00000037860","ENSMUSG00000037860","Aim2"
"ENSMUSG00000037849","ENSMUSG00000037849","Ifi206"
"ENSMUSG00000070501","ENSMUSG00000070501","Ifi214"
"ENSMUSG00000073491","ENSMUSG00000073491","Ifi213"
"ENSMUSG00000043263","ENSMUSG00000043263","Ifi209"
"ENSMUSG00000066677","ENSMUSG00000066677","Ifi208"
"ENSMUSG00000073490","ENSMUSG00000073490","Ifi207"
"ENSMUSG00000073489","ENSMUSG00000073489","Ifi204"
"ENSMUSG00000090272","ENSMUSG00000090272","Mndal"
"ENSMUSG00000026536","ENSMUSG00000026536","Ifi211"
"ENSMUSG00000039997","ENSMUSG00000039997","Ifi203"
"ENSMUSG00000026535","ENSMUSG00000026535","Ifi202b"
"ENSMUSG00000054203","ENSMUSG00000054203","Ifi205"
"ENSMUSG00000045381","ENSMUSG00000045381","Olfr433"
"ENSMUSG00000047048","ENSMUSG00000047048","Olfr432"
"ENSMUSG00000050134","ENSMUSG00000050134","Olfr430"
"ENSMUSG00000049528","ENSMUSG00000049528","Olfr429"
"ENSMUSG00000059371","ENSMUSG00000059371","Olfr427"
"ENSMUSG00000046486","ENSMUSG00000046486","Olfr231"
"ENSMUSG00000051528","ENSMUSG00000051528","Olfr424"
"ENSMUSG00000055033","ENSMUSG00000055033","Olfr420"
"ENSMUSG00000026532","ENSMUSG00000026532","Spta1"
"ENSMUSG00000050788","ENSMUSG00000050788","Olfr419"
"ENSMUSG00000026531","ENSMUSG00000026531","Mptx1"
"ENSMUSG00000066672","ENSMUSG00000066672","Olfr417"
"ENSMUSG00000059503","ENSMUSG00000059503","Olfr248"
"ENSMUSG00000051509","ENSMUSG00000051509","Olfr414"
"ENSMUSG00000066671","ENSMUSG00000066671","Olfr220"
"ENSMUSG00000028354","ENSMUSG00000028354","Fmn2"
"ENSMUSG00000050069","ENSMUSG00000050069","Grem2"
"ENSMUSG00000026527","ENSMUSG00000026527","Rgs7"
"ENSMUSG00000103079","ENSMUSG00000103079","Gm36307"
"ENSMUSG00000026526","ENSMUSG00000026526","Fh1"
"ENSMUSG00000039783","ENSMUSG00000039783","Kmo"
"ENSMUSG00000026525","ENSMUSG00000026525","Opn3"
"ENSMUSG00000078185","ENSMUSG00000078185","Chml"
"ENSMUSG00000026523","ENSMUSG00000026523","Wdr64"
"ENSMUSG00000039748","ENSMUSG00000039748","Exo1"
"ENSMUSG00000104158","ENSMUSG00000104158","Gm38100"
"ENSMUSG00000055214","ENSMUSG00000055214","Pld5"
"ENSMUSG00000078184","ENSMUSG00000078184","Rbm8a2"
"ENSMUSG00000104157","ENSMUSG00000104157","Gm38101"
"ENSMUSG00000104021","ENSMUSG00000104021","Gm36536"
"ENSMUSG00000057335","ENSMUSG00000057335","Cep170"
"ENSMUSG00000103435","ENSMUSG00000103435","Gm36992"
"ENSMUSG00000026504","ENSMUSG00000026504","Sdccag8"
"ENSMUSG00000087082","ENSMUSG00000087082","Gm15423"
"ENSMUSG00000019699","ENSMUSG00000019699","Akt3"
"ENSMUSG00000097892","ENSMUSG00000097892","Gm26801"
"ENSMUSG00000063659","ENSMUSG00000063659","Zbtb18"
"ENSMUSG00000103043","ENSMUSG00000103043","Gm37306"
"ENSMUSG00000102885","ENSMUSG00000102885","Gm37280"
"ENSMUSG00000101746","ENSMUSG00000101746","2310043L19Rik"
"ENSMUSG00000015962","ENSMUSG00000015962","1700016C15Rik"
"ENSMUSG00000015961","ENSMUSG00000015961","Adss"
"ENSMUSG00000091476","ENSMUSG00000091476","Gm16432"
"ENSMUSG00000026502","ENSMUSG00000026502","Desi2"
"ENSMUSG00000086350","ENSMUSG00000086350","B230369F24Rik"
"ENSMUSG00000026500","ENSMUSG00000026500","Cox20"
"ENSMUSG00000039630","ENSMUSG00000039630","Hnrnpu"
"ENSMUSG00000026495","ENSMUSG00000026495","Efcab2"
"ENSMUSG00000026494","ENSMUSG00000026494","Kif26b"
"ENSMUSG00000089713","ENSMUSG00000089713","Gm16564"
"ENSMUSG00000055067","ENSMUSG00000055067","Smyd3"
"ENSMUSG00000026492","ENSMUSG00000026492","Tfb2m"
"ENSMUSG00000038949","ENSMUSG00000038949","Cnst"
"ENSMUSG00000038936","ENSMUSG00000038936","Sccpdh"
"ENSMUSG00000087236","ENSMUSG00000087236","Gm1305"
"ENSMUSG00000026491","ENSMUSG00000026491","Ahctf1"
"ENSMUSG00000073486","ENSMUSG00000073486","Gm10518"
"ENSMUSG00000026490","ENSMUSG00000026490","Cdc42bpa"
"ENSMUSG00000026489","ENSMUSG00000026489","Coq8a"
"ENSMUSG00000104520","ENSMUSG00000104520","Gm37336"
"ENSMUSG00000010609","ENSMUSG00000010609","Psen2"
"ENSMUSG00000102923","ENSMUSG00000102923","Gm31728"
"ENSMUSG00000038855","ENSMUSG00000038855","Itpkb"
"ENSMUSG00000053963","ENSMUSG00000053963","Stum"
"ENSMUSG00000102608","ENSMUSG00000102608","Gm37267"
"ENSMUSG00000026496","ENSMUSG00000026496","Parp1"
"ENSMUSG00000058729","ENSMUSG00000058729","Lin9"
"ENSMUSG00000026497","ENSMUSG00000026497","Mixl1"
"ENSMUSG00000026499","ENSMUSG00000026499","Acbd3"
"ENSMUSG00000103649","ENSMUSG00000103649","Gm37768"
"ENSMUSG00000103156","ENSMUSG00000103156","Gm38293"
"ENSMUSG00000060743","ENSMUSG00000060743","H3f3a"
"ENSMUSG00000097347","ENSMUSG00000097347","Gm17275"
"ENSMUSG00000073485","ENSMUSG00000073485","H3f3aos"
"ENSMUSG00000038806","ENSMUSG00000038806","Sde2"
"ENSMUSG00000066652","ENSMUSG00000066652","Lefty2"
"ENSMUSG00000026520","ENSMUSG00000026520","Pycr2"
"ENSMUSG00000038793","ENSMUSG00000038793","Lefty1"
"ENSMUSG00000026519","ENSMUSG00000026519","Tmem63a"
"ENSMUSG00000085563","ENSMUSG00000085563","2210411M09Rik"
"ENSMUSG00000038776","ENSMUSG00000038776","Ephx1"
"ENSMUSG00000038768","ENSMUSG00000038768","9130409I23Rik"
"ENSMUSG00000103328","ENSMUSG00000103328","Gm37406"
"ENSMUSG00000026516","ENSMUSG00000026516","Nvl"
"ENSMUSG00000062169","ENSMUSG00000062169","Cnih4"
"ENSMUSG00000038733","ENSMUSG00000038733","Wdr26"
"ENSMUSG00000054135","ENSMUSG00000054135","A430110L20Rik"
"ENSMUSG00000026514","ENSMUSG00000026514","Cnih3"
"ENSMUSG00000050625","ENSMUSG00000050625","Ccdc121"
"ENSMUSG00000047369","ENSMUSG00000047369","Dnah14"
"ENSMUSG00000004880","ENSMUSG00000004880","Lbr"
"ENSMUSG00000056699","ENSMUSG00000056699","Gm5533"
"ENSMUSG00000022995","ENSMUSG00000022995","Enah"
"ENSMUSG00000026511","ENSMUSG00000026511","Srp9"
"ENSMUSG00000091013","ENSMUSG00000091013","Vmn1r1"
"ENSMUSG00000038633","ENSMUSG00000038633","Degs1"
"ENSMUSG00000100147","ENSMUSG00000100147","1700047M11Rik"
"ENSMUSG00000047539","ENSMUSG00000047539","Fbxo28"
"ENSMUSG00000026510","ENSMUSG00000026510","Trp53bp2"
"ENSMUSG00000026509","ENSMUSG00000026509","Capn2"
"ENSMUSG00000102234","ENSMUSG00000102234","Gm37885"
"ENSMUSG00000038599","ENSMUSG00000038599","Capn8"
"ENSMUSG00000102688","ENSMUSG00000102688","Gm37218"
"ENSMUSG00000043429","ENSMUSG00000043429","Ccdc185"
"ENSMUSG00000038576","ENSMUSG00000038576","Susd4"
"ENSMUSG00000079164","ENSMUSG00000079164","Tlr5"
"ENSMUSG00000104367","ENSMUSG00000104367","Gm38079"
"ENSMUSG00000030768","ENSMUSG00000030768","Disp1"
"ENSMUSG00000046836","ENSMUSG00000046836","Brox"
"ENSMUSG00000042901","ENSMUSG00000042901","Aida"
"ENSMUSG00000056050","ENSMUSG00000056050","Mia3"
"ENSMUSG00000072258","ENSMUSG00000072258","Taf1a"
"ENSMUSG00000104212","ENSMUSG00000104212","Gm37986"
"ENSMUSG00000053461","ENSMUSG00000053461","Hhipl2"
"ENSMUSG00000103451","ENSMUSG00000103451","Gm33973"
"ENSMUSG00000103305","ENSMUSG00000103305","Gm34068"
"ENSMUSG00000102743","ENSMUSG00000102743","Gm38108"
"ENSMUSG00000039384","ENSMUSG00000039384","Dusp10"
"ENSMUSG00000044854","ENSMUSG00000044854","1700056E22Rik"
"ENSMUSG00000102682","ENSMUSG00000102682","Gm37223"
"ENSMUSG00000102794","ENSMUSG00000102794","Gm37712"
"ENSMUSG00000101574","ENSMUSG00000101574","1700112H15Rik"
"ENSMUSG00000103308","ENSMUSG00000103308","Gm37800"
"ENSMUSG00000092578","ENSMUSG00000092578","4930488B22Rik"
"ENSMUSG00000039377","ENSMUSG00000039377","Hlx"
"ENSMUSG00000102158","ENSMUSG00000102158","Gm34342"
"ENSMUSG00000026621","ENSMUSG00000026621","Marc1"
"ENSMUSG00000073481","ENSMUSG00000073481","Marc2"
"ENSMUSG00000039349","ENSMUSG00000039349","C130074G19Rik"
"ENSMUSG00000026620","ENSMUSG00000026620","Mark1"
"ENSMUSG00000102784","ENSMUSG00000102784","Gm38251"
"ENSMUSG00000103942","ENSMUSG00000103942","Gm34732"
"ENSMUSG00000103478","ENSMUSG00000103478","4930433J02Rik"
"ENSMUSG00000104461","ENSMUSG00000104461","Gm37662"
"ENSMUSG00000039318","ENSMUSG00000039318","Rab3gap2"
"ENSMUSG00000103613","ENSMUSG00000103613","Gm34882"
"ENSMUSG00000026618","ENSMUSG00000026618","Iars2"
"ENSMUSG00000104368","ENSMUSG00000104368","2010103J01Rik"
"ENSMUSG00000026617","ENSMUSG00000026617","Bpnt1"
"ENSMUSG00000097261","ENSMUSG00000097261","4930532G15Rik"
"ENSMUSG00000026615","ENSMUSG00000026615","Eprs"
"ENSMUSG00000051295","ENSMUSG00000051295","9630028B13Rik"
"ENSMUSG00000097615","ENSMUSG00000097615","Gm2061"
"ENSMUSG00000026614","ENSMUSG00000026614","Slc30a10"
"ENSMUSG00000103799","ENSMUSG00000103799","Gm38093"
"ENSMUSG00000039246","ENSMUSG00000039246","Lyplal1"
"ENSMUSG00000103449","ENSMUSG00000103449","Gm37134"
"ENSMUSG00000103690","ENSMUSG00000103690","A730004F24Rik"
"ENSMUSG00000039239","ENSMUSG00000039239","Tgfb2"
"ENSMUSG00000100393","ENSMUSG00000100393","Gm29491"
"ENSMUSG00000001305","ENSMUSG00000001305","Rrp15"
"ENSMUSG00000097784","ENSMUSG00000097784","A430105J06Rik"
"ENSMUSG00000103503","ENSMUSG00000103503","1700023G09Rik"
"ENSMUSG00000104312","ENSMUSG00000104312","Gm37912"
"ENSMUSG00000039224","ENSMUSG00000039224","D1Pas1"
"ENSMUSG00000026611","ENSMUSG00000026611","Spata17"
"ENSMUSG00000089730","ENSMUSG00000089730","1700007P06Rik"
"ENSMUSG00000039210","ENSMUSG00000039210","Gpatch2"
"ENSMUSG00000104245","ENSMUSG00000104245","Gm38155"
"ENSMUSG00000103923","ENSMUSG00000103923","Gm37896"
"ENSMUSG00000026610","ENSMUSG00000026610","Esrrg"
"ENSMUSG00000103961","ENSMUSG00000103961","Gm36388"
"ENSMUSG00000103577","ENSMUSG00000103577","9330162B11Rik"
"ENSMUSG00000104482","ENSMUSG00000104482","Gm38064"
"ENSMUSG00000026609","ENSMUSG00000026609","Ush2a"
"ENSMUSG00000026608","ENSMUSG00000026608","Kctd3"
"ENSMUSG00000037624","ENSMUSG00000037624","Kcnk2"
"ENSMUSG00000104507","ENSMUSG00000104507","A430027H14Rik"
"ENSMUSG00000026605","ENSMUSG00000026605","Cenpf"
"ENSMUSG00000026604","ENSMUSG00000026604","Ptpn14"
"ENSMUSG00000097925","ENSMUSG00000097925","Gm26574"
"ENSMUSG00000104435","ENSMUSG00000104435","Gm37422"
"ENSMUSG00000026603","ENSMUSG00000026603","Smyd2"
"ENSMUSG00000010175","ENSMUSG00000010175","Prox1"
"ENSMUSG00000099404","ENSMUSG00000099404","Gm28172"
"ENSMUSG00000079045","ENSMUSG00000079045","Prox1os"
"ENSMUSG00000103644","ENSMUSG00000103644","Gm29678"
"ENSMUSG00000103510","ENSMUSG00000103510","Gm30725"
"ENSMUSG00000103963","ENSMUSG00000103963","Gm30932"
"ENSMUSG00000089872","ENSMUSG00000089872","Rps6kc1"
"ENSMUSG00000026634","ENSMUSG00000026634","Angel2"
"ENSMUSG00000037568","ENSMUSG00000037568","Vash2"
"ENSMUSG00000104487","ENSMUSG00000104487","Gm31373"
"ENSMUSG00000066595","ENSMUSG00000066595","Mfsd7b"
"ENSMUSG00000097845","ENSMUSG00000097845","A230020J21Rik"
"ENSMUSG00000057072","ENSMUSG00000057072","Spata45"
"ENSMUSG00000026632","ENSMUSG00000026632","Tatdn3"
"ENSMUSG00000062510","ENSMUSG00000062510","Nsl1"
"ENSMUSG00000103576","ENSMUSG00000103576","Gm38188"
"ENSMUSG00000026630","ENSMUSG00000026630","Batf3"
"ENSMUSG00000102777","ENSMUSG00000102777","Gm38161"
"ENSMUSG00000091017","ENSMUSG00000091017","Fam71a"
"ENSMUSG00000026628","ENSMUSG00000026628","Atf3"
"ENSMUSG00000073478","ENSMUSG00000073478","D730003I15Rik"
"ENSMUSG00000103174","ENSMUSG00000103174","Gm37168"
"ENSMUSG00000037499","ENSMUSG00000037499","Nenf"
"ENSMUSG00000026627","ENSMUSG00000026627","Tmem206"
"ENSMUSG00000026626","ENSMUSG00000026626","Ppp2r5a"
"ENSMUSG00000103114","ENSMUSG00000103114","Gm32200"
"ENSMUSG00000103517","ENSMUSG00000103517","Gm37432"
"ENSMUSG00000037474","ENSMUSG00000037474","Dtl"
"ENSMUSG00000037461","ENSMUSG00000037461","Ints7"
"ENSMUSG00000026623","ENSMUSG00000026623","Lpgat1"
"ENSMUSG00000102840","ENSMUSG00000102840","Gm38037"
"ENSMUSG00000026622","ENSMUSG00000026622","Nek2"
"ENSMUSG00000055833","ENSMUSG00000055833","1700034H15Rik"
"ENSMUSG00000037434","ENSMUSG00000037434","Slc30a1"
"ENSMUSG00000049353","ENSMUSG00000049353","Rd3"
"ENSMUSG00000097416","ENSMUSG00000097416","Gm26670"
"ENSMUSG00000026637","ENSMUSG00000026637","Traf5"
"ENSMUSG00000097089","ENSMUSG00000097089","Gm26879"
"ENSMUSG00000037395","ENSMUSG00000037395","Rcor3"
"ENSMUSG00000097316","ENSMUSG00000097316","Gm10516"
"ENSMUSG00000058248","ENSMUSG00000058248","Kcnh1"
"ENSMUSG00000037375","ENSMUSG00000037375","Hhat"
"ENSMUSG00000100872","ENSMUSG00000100872","1700065J18Rik"
"ENSMUSG00000016262","ENSMUSG00000016262","Sertad4"
"ENSMUSG00000089812","ENSMUSG00000089812","Gm15867"
"ENSMUSG00000016200","ENSMUSG00000016200","Syt14"
"ENSMUSG00000103640","ENSMUSG00000103640","Gm31406"
"ENSMUSG00000016181","ENSMUSG00000016181","Diexf"
"ENSMUSG00000026638","ENSMUSG00000026638","Irf6"
"ENSMUSG00000079144","ENSMUSG00000079144","A130010J15Rik"
"ENSMUSG00000037318","ENSMUSG00000037318","Traf3ip3"
"ENSMUSG00000090080","ENSMUSG00000090080","Gm15872"
"ENSMUSG00000089683","ENSMUSG00000089683","4930570N18Rik"
"ENSMUSG00000026639","ENSMUSG00000026639","Lamb3"
"ENSMUSG00000016194","ENSMUSG00000016194","Hsd11b1"
"ENSMUSG00000009633","ENSMUSG00000009633","G0s2"
"ENSMUSG00000103736","ENSMUSG00000103736","Gm37650"
"ENSMUSG00000016179","ENSMUSG00000016179","Camk1g"
"ENSMUSG00000097850","ENSMUSG00000097850","4631405K08Rik"
"ENSMUSG00000103692","ENSMUSG00000103692","4930503O07Rik"
"ENSMUSG00000026640","ENSMUSG00000026640","Plxna2"
"ENSMUSG00000016494","ENSMUSG00000016494","Cd34"
"ENSMUSG00000097325","ENSMUSG00000097325","Gm16897"
"ENSMUSG00000104206","ENSMUSG00000104206","Gm32250"
"ENSMUSG00000104077","ENSMUSG00000104077","Gm37027"
"ENSMUSG00000016493","ENSMUSG00000016493","Cd46"
"ENSMUSG00000016481","ENSMUSG00000016481","Cr1l"
"ENSMUSG00000026616","ENSMUSG00000026616","Cr2"
"ENSMUSG00000050530","ENSMUSG00000050530","Fam171a1"
"ENSMUSG00000026643","ENSMUSG00000026643","Nmt2"
"ENSMUSG00000049950","ENSMUSG00000049950","Rpp38"
"ENSMUSG00000026644","ENSMUSG00000026644","Acbd7"
"ENSMUSG00000026645","ENSMUSG00000026645","Olah"
"ENSMUSG00000026650","ENSMUSG00000026650","Meig1"
"ENSMUSG00000026648","ENSMUSG00000026648","Dclre1c"
"ENSMUSG00000026646","ENSMUSG00000026646","Suv39h2"
"ENSMUSG00000085043","ENSMUSG00000085043","Gm13184"
"ENSMUSG00000109865","ENSMUSG00000109865","Hspa14"
"ENSMUSG00000051396","ENSMUSG00000051396","Gm45902"
"ENSMUSG00000039496","ENSMUSG00000039496","Cdnf"
"ENSMUSG00000026655","ENSMUSG00000026655","Fam107b"
"ENSMUSG00000085205","ENSMUSG00000085205","Gm13185"
"ENSMUSG00000085656","ENSMUSG00000085656","Gm13180"
"ENSMUSG00000086445","ENSMUSG00000086445","Gm13191"
"ENSMUSG00000026657","ENSMUSG00000026657","Frmd4a"
"ENSMUSG00000084859","ENSMUSG00000084859","1700080N15Rik"
"ENSMUSG00000086921","ENSMUSG00000086921","Gm13189"
"ENSMUSG00000086874","ENSMUSG00000086874","Gm13175"
"ENSMUSG00000086018","ENSMUSG00000086018","Gm13179"
"ENSMUSG00000039449","ENSMUSG00000039449","Prpf18"
"ENSMUSG00000048186","ENSMUSG00000048186","Bend7"
"ENSMUSG00000026662","ENSMUSG00000026662","Sephs1"
"ENSMUSG00000026664","ENSMUSG00000026664","Phyh"
"ENSMUSG00000026668","ENSMUSG00000026668","Ucma"
"ENSMUSG00000026669","ENSMUSG00000026669","Mcm10"
"ENSMUSG00000026672","ENSMUSG00000026672","Optn"
